Node id 1,Node id 2,Sign
55,78,0
55,96,1
55,95,0
55,97,1
55,98,1
56,57,0
56,58,1
57,58,0
57,59,1
58,67,1
58,66,1
58,65,1
58,64,1
58,63,1
58,62,1
58,60,1
58,68,1
58,69,1
58,70,1
59,60,0
59,61,0
59,62,1
59,63,1
59,64,1
59,84,0
59,73,1
59,85,1
59,87,0
59,86,0
59,71,0
59,88,1
59,67,1
60,61,1
60,62,1
60,63,1
60,64,1
60,65,0
60,66,0
60,67,1
62,63,1
62,64,1
62,65,0
62,66,0
62,67,0
62,71,1
62,72,1
62,73,1
62,74,0
62,75,1
62,76,1
62,77,0
62,86,0
63,64,1
63,65,0
63,66,0
63,67,1
64,65,0
64,66,0
64,67,1
64,68,1
64,69,1
64,70,1
64,71,1
65,66,0
65,67,1
65,68,1
65,84,1
65,93,1
65,92,1
65,71,0
65,91,1
65,90,1
65,94,0
66,67,1
66,68,1
66,69,1
66,72,0
66,71,1
66,70,0
66,73,1
66,82,0
66,78,0
66,81,0
66,80,0
66,83,1
67,68,1
67,69,1
67,70,0
67,71,1
67,72,0
67,73,0
67,74,0
67,75,1
67,76,1
67,77,0
67,84,1
67,88,1
67,86,1
68,69,1
68,70,1
68,71,1
69,70,1
69,71,1
69,94,0
69,78,0
69,96,0
70,71,1
70,72,0
70,73,0
71,72,1
71,73,1
71,74,0
71,77,1
71,76,1
71,78,1
71,79,1
71,80,1
71,81,1
71,82,1
71,83,1
71,85,0
71,88,1
71,86,0
71,89,1
71,90,0
71,91,1
71,92,1
71,93,1
72,73,0
73,84,0
73,85,0
73,86,1
73,87,1
74,75,0
74,76,1
74,77,0
74,78,0
74,79,1
74,80,1
75,76,1
75,77,0
76,77,0
78,79,1
78,80,1
78,81,1
78,82,0
78,83,1
78,94,0
79,80,1
80,81,0
80,82,1
80,83,0
81,82,1
82,83,1
84,85,1
85,86,1
85,87,1
86,87,1
89,90,0
89,91,1
90,91,1
90,92,1
90,93,1
91,92,1
91,93,1
91,94,0
92,93,1
94,95,0
94,96,0
94,97,1
94,98,1
95,96,0
95,97,1
95,98,1
96,97,1
97,98,1
